ID,Category
په رياضي کې ۲۰۴:۲۰۴ کولاي سي:,Pashto
پدې اړه د پښتو ستر فیلسوف او شاعرغنی خان داسې وایی: لوږه لوږه لوږه ده د ځان مړولو خوب د عشق دا ده د آدم او د حوا د سترګو راز دا ټکی هم د یادونې وړ ده چې هرچاته خپل ځان ښکلی ښکاری لدې کبله د خپل ځان په څېر وګړی هم ورته ښکلی وی او مینه ورسره لری.  د بېلګې په ډول یو دینی عالم ته بل دینی عالم ښکلی ښکاری او مینه ورسره لری خو ددې برخلاف یو بد عمله سړی ته بیا د ځان په څېر بدعمله وګړی ډېر ښکلی وی او مینه ورسره کوی. همدارنګه هغه څوک چې الله پاک او د هغه سپېڅلی دین ورته ښکلی ښکاری او مینه ورسره لری نو ټول هغه وګړی ورته ښکلی ښکاری چې د الله پاک د سپېڅلی دین د لارښودنو سره سم خپل کړه وړه سرته رسوی.  دا خبره هم باید له پامه ونه غورځول شی چې د یو انسان شکل، جامه او کړه وړه د هغه د مینې او نیت څرګندونه کوی پدې بنسټ سړی وییلی شی چې هغه څوک چې شکل، جامه او کړه وړه ېې د اسلام د سپېڅلی دین سره سم وی نو هغه ته د اسلام سپېڅلی دین ښکلی ده او مینه ورسره لری او هغه څوک چې شکل، جامه او کړه وړه ېې نورو ټولنو ته ورته وی نو هغه ته همغه ټولنې ښکلې او مینه ورسره لری.  که خپلې خبرې را لنډې کړو نو د وروستۍ پایلې په ډول دا وییلی شو چې دا د یو انسان ذهن او اړتیا ده چې یو څه ورته ښکلی کوی او بل څه ورته بدرنګه کوی لدې کبله که د هغه اړتیا له معقولو لارو څخه پوره او ذهن ېې ښکلی شی نو هغه ته به ښکلی شی ښکلی او بدرنګه شی بدرنګه ښکاری له رښتینی ښکلا سره به مینه کوی او له بدرنګۍ څخه به کرکه کوی. هغه به د ظاهری او باطنی دواړو ښکلاوو څخه برخمن او ظاهر او باطن دواړه به ېې ښکلی وی. پدې بنسټ باید ووایو چې که څوک غواړی چې ټولنه او په ټولنه کې مېشت وګړی په ظاهری او باطنی دواړو بڼو ښکلی کړی نو د هغوی ذهنونه باید ښکلی کړی او دا کار د ټولنې د زده کړې د سیستم پورې تړاو لری، پدې معنی که د ټولنې د زده کړې سیستم ښکلی وی ښایی د ټولنې ذهنونه په ټولیز ډول ښکلی وی او له رښتینې ښکلا سره مینه ولری.,Pashto
آلبير کامو په ١٩٣٤ کال له سيمون هاى سره واده وکړ چې هغه په موفينو روږدې وه، چې د دوى دغه واده تر يوه کاله دوام وکړ او د سيمون په خيانت پاى ته ورسېده او کامو بيا په ١٩٤٠ کال کې له فرانسين فور سره واده وکړ. کامو د دوهمې نړيوالې جگړې په رانږدې کېدو سره د سرتيري په توگه خپل نوم ثبت کړ خو د سېل ناروغۍ له امله ونه منل شو. هغه پدې مهال د جمهوري پړاو ورځپاڼې اېډېټر وو چې په ١٩٤٠ کال کې د الجزاير د سانسور ادارې پرې د تړلو امر وکړ. د همدې کال په مارچ مياشت کې د ملي امنيت لپاره د گواښ په توگه معرفي شو او وړانديز ورته وشو چې له ښار څخه ولاړ شي او له همدې سره آلبرت کامو مخ په پاريس وخوځېده او هلته يې د پاريس مهال له ورځپاڼې سره خپل کار پيل کړ او وروسته له نازي لښکر څخه د ليرې والي په خاطر د ورځپاڼې له نورو کارکوونکو سره لومړى کلرمون فران ښار او بيا لويديځ ښار بوردو ته ولاړ.آلبير کامو په ١٩٤٢ کال کې د بېگانه په نوم خپل ناول او د سيزيف افسانې په نامه د خپلو فلسفي مقالو ټولگه کتابونه خپاره کړل. د کاليگولا ننداره يې په ١٩٤٣ کې خپره کړه او د پنځوسمې لسيزې تر پايه يې څو ځله سمه او بيا بيا وکتله. په همدې کال يې د يوه جرمني دوست ليکونه کتاب هم په پټه توگه چاپ او خپور کړ. آلبير کامو د جرمنانو سخت ضد وو او په ١٩٤٢ کال کې يې د فرانسوي مقاومت د ډلې غړيتوب تر لاسه کړ او په راتلونکي کال کې يې په پټه د ورځپاڼې چلونې ته مخه کړه. آلبير کامو د طاعون په نوم ناول په ١٩٤٧ کال خپور کړ او د هغه مهال تر ټولو په غوره او ډېر پلورل کېدونکي کتاب واوښت. آلبير کامو د خبريالۍ په ډگر له اوږده کار وروسته په ١٩٤٧ کال کې دغې لړۍ ته د پاى ټکى کېښود او دوه کاله وروسته يې د عادلانو په نوم ننداره خپره کړه او خپل فلسفي اثر يې د ياغي انسان په نامه په ١٩٥١ کې له چاپه وايستله. هغه څه وخت په يونسکو کې کار وکړ او بالاخره يې په ١٩٥٢ کال کې هلته استعفا ورکړه، هغه هم ځکه چې ملگرو متلونو د جنرال فرانکو تر مشرۍ لاندې د اسپانيا غړيتوب رد کړى وو.,Pashto
ژوند دانسان طبعي اوالله ورکړې حق دی په ازاده دنیا کې خولا پریږده چې دمور په خیټه کې هم ددی ژوند مصون اوخوندي دی . هیڅوک دا حق نه لري چې یوانسان په نا حقه توګه دژوند له حقه بې برخې کړي ژوند یو خوږ نعمت دی چې الله (ج) دیوه بشر په ناحقه وژنه دټول بشریت وژنه بولي ټول انسانا ن هغه که کوچنې ،بوډا، ځوان نریا ښځه وي ټول دژوند کولو حق لري. هیڅوک باید په ناحقه ونه وژل شي که هغه یوڅوک دژوند دحقه بې برخې کړای شي چې بل انسان په قصدي توګه وژلې وي او یا هم داسې ناوړه فساد ترسره کوونکې وي چې ټولنه دبدبختۍ سره مخ کوي نو داسې عمل دانسانیت اوبشري حقوقوپه وړاندې یو بربنډ اونه بښونکې عمل دی . داسلامي عقیدې له مخې انسان ترټولو کا‌یناتو غوره اوبهتر مخلوق دی . دهمدې له پاره الله (ج) ټول هغه څه مسخر کړي چې په اسمانونو اوځمکه کې دي همدغه انسان ته عقل فکر اوتدبیر ورکړې انساني کرامت په اسلام کې په یوبشپړې نظري پوری تړاو لري او همدغه دغربي ناقص مفهوم څخه بیلوي.له دغه کرامت له پایلو څخه دادی چې دیوفرد ژوند دومره اهمیت لري لکه دکرد بشریت ژوند الله (ج) د سورت مائدی په ۳۲ایت کې فرمایلی دی ژباړه : له همدی امله موږ پر بني اسرائیلو دافرمان لیکلی وه چې چا یوانسان دویني له بدلی یاپه ځمکه کې له فساد خورولوپرته په کوم بل علت وواژه داسې وګڼه لکه چې هغه ټول انسانان ووژل اوچا چې څوک له مرګه وژغوره داسې وګڼه لکه چې هغه ټول انسانان ته ژوند وروبښه . اسلام ټولې هغه کړنې او اعمال منع کړي چې دانسان ژوند یا دهغه بدن ناموس ته زیان اړه وي لکه دانسان شکنجه کول په هغه تیری کول دهغه د ژوند په مادي او معنوي چارو یی تجاوز اویایی له ژوند وروسته دبدن تمثيل اګر که په جنګ کې هم وي ځکه کرامت دهغه له مرګه وروسته هم ثابت دی.نو داچې ژوند خوندي وساتل شي اسلام جنګ یوازې دحق قایمولو په خاطر مشروع ګرځولې دی او دابه هم داعلان اوابلاغ څخه وروسته وی الله (ج) دالحدید سورت په ۲۵ایت کې فرمایلی دي  ژباړه : په تحقیق سره چې پیغمبران مو دښکاره دلایلو سره لیږلي دي اوددوی سره مو کتاب او میزان هم درلیږلی دی ترڅو خلک دعدالت په لاره برابر کاندي او اوسپنه مو پیداکړی چې په هغه کې دجنګ الات اواسباب دي اودخلکو له پاره دګټې اخستلو اسباب هم په کې دي ترڅو چې الله (ج) هغه کسان چې له دی اوددی دپیغمبرانو سره په غیب کې مرسته کوي راڅرګند کړي . ددغه مبارک ایت څخه داسې نتیجه اخیستلای شو څوک چې دالهی کتاب اوهدایت په اساس سره ګټه اخیستلای نشي اوکفر دناوړه لارې څخه نه راګرځي نو دهغوی سره جهاد په کار دی همدارنګه اسلام دجنګ کولو له پاره قیودات لګولي دي چې دغیر جنګیالیو وژنه یی حرامه ګڼلې لکه دښځې ،ماشومان ، سپین ږیرې ،راهبان ، بزګران او هغه کسان چې په جنګ کې برخه نه اخلي .ددی سربیره اسلام دکشتیو له منځه وړل او حیواناتو هلاکول حرام بللی تر څو دخلکو روزه لاری چاری بندې نه شي (فرد اوټولنه ) په اسلام کې دانساني ژوند باندې د تیري مخه ونیول شي او په ډاډمنتیا سره ژوند تیر شي نو الله (ج) ددی له پاره قصاص مشروع ګرځولې په دی باره کې الله ج په سورت مائدې کې په ۴۵ایت کې فرمایی••• ژباړه : په تورات کې موږ پر یهودیانو داحکم لیکلی وه چې دنفس په بدل کې نفس دسترګې په بدل کې سترګه دپوزې په بدل کې پوزه دغوږ په بدل کې غوږ دغاښ په بدل کې غاښ او دټولو زخمونو له پاره برابره بدله ده . درانګه په بل ځای کې د سورت بقرې ۱۷۸ایت کې الله (ج) فرمایلی دي ژباړه: ای مومنانو ! ستاسې له پاره دقتل په دعاوو کې دقصاص حکم لیکل شویدې که اصیل قاتل وي له همغه اصیل نه دی بدله واخیستل شي که غلام قاتل وي نو همغه غلام دې ووژل شي که ښځه قاتله وي نوله همغه ښځې نه دی قصاص واخیستل شي هوکه له کوم قاتل سره دهغه وروریو څه نرمي کولو ته تیاروي نو په ښه وجه دی ووژني . دبدل په باب اقدام وشي اوپر قاتل لازمه ده چې په صداقت سره څه ورکړي داستاسې د رب له خوا اسانتیا اورحمت دی . له دینه وروسته څوک تجاوز وکړي دهغه له پاره دردونکې عذاب دی . الله (ج) ځان وژنه حرام کړی یعنې په اسلام کې ددی له پاره اجازه نشته دی چې یو څوک دی خپل نفس دی په خپله ووژني الله ج دسورت نساء په ۲۹ ایت کې فرمایی ژباړه : خپل ځانونه مه وژنئ .باورولرئ چې الله پرتاسی مهربان دی داچې انساني ژوند په عقل استواردی امام ابوحنیفه (رح) وایی که چیرې الله (ج) پیغمبران نه وه رالیږلي نوموږ سره بیاهم حساب اوکتاب کیده هغه هم دالله عقل په اساس نودعقل ژوغورنې او حفاظت په خاطر اسلامي شریعت دشرابو اوان هغه ټولې چارې ناروا بللی چې دعقل دمنځه وړولو لامل ګرځي .دژوند په حق کې دبدن حواسو اوشعور سلامتیا هم داخله ده الله(ج) داپرمسلمانانو واجب کړیده چې دټولو هغه چارو نه ځانه وساتي چې دی ته ضرر رسوي . الله (ج) په کلکه سره مسلمان شکنجه کول دهغه کرامت بي حرمتي او شخصیت سپکوالې حرام کړی ان که تردی چې که داپه بده خبرې سره هم وي چې په دی اړه په سورت حجرات ۱۱ ایت کې فرمایی . ژباړه : ای مومنانو! نه دی نارینه پرنورو نارینه ټوکې کوي کیدای شي چې هغوی له دی نه غوره وی .اونه دی ښځې په نورو ښځو ټوکې کوي کیدای شي چې هغو له دوی نه غوره وي. همدارنګه الله (ج)د مسلمان غسل ،تکفین اوپرهغه باندی دجنازی لمونځ یی ددی دمرګ وروسته واجب کړیدی بس ددی حق په پایله کې ویلی شو چې اسلام دانسان دنفس بدن عقل اوټولو حواسو دساتنې ټینګار کړې دی . بشرحقوقو نړیواله اعلامیه چې په کال ۱۹۴۸ کال دسمبر دمیاشتی په ۱۰ خپره شوې دژوند کولو حق په اړه لاندې ماده صراحت لري .هرڅوک دژوند ،ازادۍ او شخصي امنیت حق لری . ( هر انسان حق لري چې په ازادۍ او خوندیتوب کې ژوند وکړي ) همدا ډول دبشرحقوقو اسلامی اعلامیه چې په کال ۱۹۹۰ داګست په میاشت کې په قاهره کې داسلامی کنفرانس سازمان د بهرینو چارو دوزیرانو په غونډه کې په تصویب ورسیده دژوند کول حق په اړه په لاندې توګه توضحات لري .,Pashto
کينډۍ:د گلستان ولايت,Pashto
کينډۍ:د فارس ولايت,Pashto
افغان جرمن آنلاین وېبپاڼه په لومړي ځل د ۲۰۰۴م زېږدي کال په جنورۍ کې تاسیس شوې او د وېبپاڼو د مالوماتو رابرسېره کولو وېبپاڼې (http://who.is) څخه داسې ښکاري چې دغه وېبپاڼه د قیس کبیر په نوم چا ثبت کړېده .http://who.is/whois/www.afghan-german.com,Pashto
په جومات او كاله كې د زده كړو تر څنگ په ۱۹۲۶م كال ښوونځي ته شامل او د منځنۍ دورې تر زده كړو وروسته د لوړو زده كړو لپاره دارالمعلمين ته شامل شو او په ۱۹۳۸ع كال كې فارغ او د حبيبيې په عالي لېسه كې يې د ښوونكي په توگه په دنده پيل وكړ.استاد خواخوږي له شعر و شاعرۍ سره مينه درلوده، همدغې مينې د شعر پر سيند ورگډ كړ، چې لومړنى شعر په ۱۹۳۴م كال د كندهار په طلوع افغان ورځپاڼه كې خپور شو. خواږخوږى د خپلو دندو د لړ په بهير كې په 1946م كال د كندهار د كوكران د ليليې ښوونځي د ښوونكي او تدريسي امر په حيث وټاكل شو. چې بيا وروسته په ۱۹۴۸م كال د كندهار د احمدشاه بابا ليسې د مدير په حيث مقرر شو.,Pashto
په سوري لرونکې لندې ځمکه کې ژوند کوي، په پسرلي کې د نسل تولید کوي. ښځه یې له ۱۰۰۰ تر ۴۰۰۰ پورې هګۍ اچوي، هګۍ یې ډېرې ژر په بچیانو بدلیږي او مېټا مورفوز (metamorphose) یا د شکل تغیر په درې میاشتو کې کوي. (مېټا مورفوز په حشرو او ذوحیاتین کې له لاروای په غټ بدلېدونکې مرحلې ته وایي او مانا یې د شکل تغیر ده).چونگښې اېریوپس,Pashto
کينډۍ:د کرمانشاه ولايت,Pashto
اميه په شرف او عزت کي له خپل تره هاشم بن عبدمناف سره برابر ؤ. او د تجارت له امله د زيات مال څښتن ؤ. دفجار په جگړه کي د وژل شوو کسانو ديت حرب بن اميه له ځانه ورکړ. ځکه يې نو د بني هاشم له کورنۍ سره سيالي کول. او هري قبېلې له بلي نه د وړاندي کېدو هڅه کول. تر اميه وروسته دهغه زوی حرب بن اميه ددې کورنی مشر وټاکل شو. په مکه کي د دندو تر وېشلو وروسته حرب بن اميه ته د جنگ دقوماندې دنده وسپارل شوه. چي بيا د فجار، ذات نکيف او د جاهليت په نوروجگړو کي حرب بن اميه د قريشو د لښکر مشر ؤ . تر حرب وروسته دهغه زوی ابو سفيان د بنو اميه د کورنی مشر وټاکل شو. کله چي رسول (ص) په پيغمبری وټاکل شو. نو په نسبي لحاظ يې بنو هاشمو مرسته وکړه. په امويانو کي ځينو کسانو لکه عثمان بن عفان ايمان راوړ. خو زياتو يې له دې امله چي له بني هاشم سره يې سيالي درلوده ايمان رانه وړ. د بدر په غزا کي چي ابو سفيان دشام د تجارتي قافلې سره تللی ؤ، پر ځای يې مشرتوب د عتبه بن ربيعه پر غاړه ؤ .تر دې وروسته د احد، احزاب او نورو جگړو مشري ابوسفيان کوله. د مکې په فتحه کي چي زيات کسان په اسلام مشرف شوه. عباس (ض) ابوسفيان محمد (ص) ته راووست ابوسفيان مسلمان شو. او کورنی يې هم په اسلام مشرفه شوه. ابوسفيان درې کاله د رسول (ص) په ملتيا کي تېر کړل. د ابوسفيان زوی معاويه (رض) د محمد (ص) د وحي کاتب ؤ. د ابوبکر صديق (رض) د خلافت پر مهال چي د شام خواته کومي لښکري لېږل کېدې، د يو لښکر مشري د يزيد بن ابي سفيان پر غاړه وه. او ورور معاويه يې هم ورسره ملگری ؤ. دعمر (رض) په وخت کي معاويه د شام والي ؤ. د عثمان (ض) د خلافت پر مهال هم د شام اختيارات دمعاويه (ض) په لاس کي وه. کله چي عثمان (ض) په شهادت ورسېد. نو د علي (ض) او معاويه تر منځ دعثمان (ض) د قاتلينو څخه دقصاص اخيستو پر سر مخالفت رامنځ ته شو. چي په پايله کې د جگړو باعث شو. د علي (ض) تر شهادت وروسته د حسن او معاويه (ض) تر منځ صلحه وشوه. او معاويه (ض) د مسلمانانو خليفه وټاکل شو. تر معاويه وروسته په اموي کورنی کي (۱۲) نورو خليفه گانو د (۹۲) کلنو لپاره خلافت وکړ. اخيرنی خليفه يې مروان بن محمد ؤ. تر څو چي واک ته يې دعباسيانو له خوا په (۱۳۲هـ ق) کال د پای ټکی کېښودل شو.لومړی خليفه امير معاويه (ض):-,Pashto
"دا چې په اصل کې فلم څه شی دی او څنگه د لومړي ځل لپاره جوړ شو، ددې پوښتنو تر شا يواځې يو حقيقت پروت دی هغه دا چې په اصل کې فلم د عکاسي د کمرې فلم نه لاس ته راغلی. او په تاريخي توگه همدا د عکاسي فلم د خوځنده يا ژوندي فلمونو د مېنځ ته راتلو لامل دی. پخوا چې لومړی ځل د عکاسي کامره جوړه شو نو د پېښو ثبتول يواځې په انځورونو کښلو سره ترسره کېدل، چې د يوې پېښې د هر يوې ثانيې په تېرېدو سره د هر حرکت يو انځور اخيستل کېده، په لومړي سر کې انځور د فلم په بڼه وي کوم چې يوه پلاستيکي فيته ده چې مخ يې په يو ډول کيميايي مادې پوښلی دی او همدا کيميايي ماده د نور په وړاندې حساس ځانگړتياوې لري. نو د ساري په توگه که چېرته په همدغه فيتې مونږ د ٥ دقيقو لپاره په هره ثانيه کې يو عکس واخلو نو په يوه دقيقه کې ٦٠ بېلابېل عکسونه مو واخيستل چې په ٥ دقيقو کې يې شمېر ٣٠٠ عکسونو ته رسېږي. هرکله چې د فلم همدا فيته مونږ په پرده باندې د ښودلو لپاره وړاندې کړو او دا فلم په يوه ټاکلي سرعت سره وچلېږي همدا د عکسونو لړۍ زمونږ سترگو ته د ژوندي انځور په توگه ښکاره کوي. د فلم لپاره ډېر نورې اصطلاحگانې هم کارېدلي دي، ځينې ورته په انگريزي ژبه موشن پکچرز motion pictures مانا دا چې خوځنده انځورونه او ځينې يې بيا يواځې پکچرز pictures يا پکچر ""picture"" يعنې انځورونه ، ځينې ورته دي سلور سکرين the silver screen، ځينې يې فوټوپلېز photoplays، دي سينما the cinema، پکچر شو picture shows، فلېکس flicks او په ټولگړي توگه ورته موويز movies هم وايي.د افغانستان لومړی فلم نژدې هماغه وخت جوړ شو کوم وخت چې د هندوستان لومړی فلم جوړ شوی وه. لومړنی پښتو افغاني فلم د ""عشق او دوستي"" په نامه وه. دا فلم هغه وخت جوړ شوی وه په کوم وخت کې چې لا پاکستان نه و جوړ شوی. پدې توگه د افغانستان د فلم تاريخ له نيمې پېړۍ نه هم ډېر زوړ تاريخ لري. همدا لومړنی فلم ""عشق او دوستي""، د فلم جوړولو يوې وړې ډلگۍ جوړ کړی وه، دا ډلگۍ د په هغه وخت کې د لنډو تور او سپينو فلمونو ترڅنگ لاسونديز فلمونه هم جوړول. بيا ډېر وخت وروسته په ١٩٦٥ کال کې د لومړي ځل لپاره په کابل کې د افغاني فلم جوړولو شرکت جوړ شو، چې د فلمونو په جوړولو او خپرولو يې لاس پورې کړ.",Pashto
"Found appointer2, Found appointer1,",Pashto
رغون یو ښوونیز کانال دی چې مونږ یې د یوه مسلکي ټیم له لوري پرمخ وړو، زمونږ سره پدې ټیم کې د ارواپوهنې، ژبو او ادبیاتو او فلسفې پوهنځي فارغ شوي ځوانان په ګډه کار کوو. دغه چینل د یوه ستر فکرې انقلاب پیلامه ده، په راتلونکي کې به مو هڅې  نورې هم پراخې شي او لدې چینل څخه مو موخه د اوسني پېر اپډېټ علوم پخپله خوږه مورنۍ پښتو ژبه باندې خپرول دي، تر څو د پښتون نسل انګېرنې، ګروهې او پېژند ساتل شوی او ورسره ورسره په نوي او عصري فکر هم سنبال اوسي .,Pashto
ویل کیږي چې درانی احمدشاه بابا هم ده ته ځانګړی ارادت درلود اوکله چې احمدشاه بابا غوښتل چې په هند کې د مرهټه ووسره جګړه وکړي نو د میا عمربابا اووه لس زره مریدان د احمدشاه بابا خدمت ته حاضرشول او دده سره یې د پاني پت په تاریخي جګړې کې ملاتړ وکړ. همداراز میا عمربابا دهند دروهیلکهنډ دپښتنو نوابانو حافظ رحمت خان بړیڅ او نواب نجیب الدوله سره هم نږدې اړیکي درلودلې او هغو هم ده ته ځانګړی ارادت درلود. په پښتونخوا کې داسې دیني کورنۍ د میاګانو په کورنیوسره مشهورې وې نو دهمدې کبله دده دنامه په بیل کې د میا کلمه هم راغلې ده او احمد شاه بابا ده ته دیارلس سوه جریبه ځمکه په سیرۍ کې ورکړې وه .سیرۍ هغه ځمکې وې چې خلکو به دیني عالمانو ته ددوي دخرځ لپاره ورکولې . میا عمر باباد ۱۱۹۰ لیږدیز/هجري کال د رجب د مياشت په لومړۍ نېټه چې د ( ۱۷۷۶ م) کال سره سمون خوري تقریبا دسلو کلونو په عمر وفات شو او مزار یې د پيښور په څمکنو کې دي چې هر!کال د رجب په میاشت کې دده عرس لمانځل کیږي د ده تر مړینې وروسته دده درې زامن وو چې ميا ګل، محمدي صاحبزاده او عبېدالله نوميدل. د ده د مړينې نه وروستو محمدي صاحبزاده د ده په ګدۍ کښیناست. باید زیاته کړم چې د افغانستان د ننګرهار ولايت په مرکز جلا ل آباد کې دمیا عمر بابا په نامه یوه لیسه ( های سکول ) هم شته . صاحبزاده محمدي هم دپښتو زبې ښه شاعر او لیکوال او ددیوان خاوند و. میا عمر بابا په پښتو ، پارسي او عربي زبو ډیر آثار بریښي دي لکه چې پخپله یې په یو ه شعر کې داسې ویلي دي : تصانیف لہ دے فقیرہ چی عیان دی پہ فارسی پہ عربی کی نمایاں دی پہ پښتو ژبه ھم ما کړی بسیار دی ځینې ځینې بیا مشہور پہ ہر دیار دی دده دتصانیفونومونه دادي : ۱- توضیح المعاني په پارسي ژبه ۲-ظواهرالسرایرپه پارسي ژبه ۳-شمس الهدی په عربي ژبه ۴- شماېل نبوي په پښتو ژبه ۵- دپښتنو نسب نامه په پښتو ژبه خلاصه کیدانی =په پښتو ژبه باید وویل شي چې دده دکتابونو او تصانیفو خطي نسخې په بریټیښ میوزیم کتابتون، دهند درامپور په کتابتون، د پاکستان د پنجاب يونیورسټی په شیراني کلیکشن کې ، دکابل په پښتو ټولنې او دبیښور داسلامیه کالج په کتابتون کې خوندي دي .یادونه : ارواښاد علامه رشاد بابا په ۱۳۶۰لیږدیز کال کې پر ده یوکتاب لیکلیو چې نوم یې و د څمکنیو میا عمر,Pashto
د ویلزي ژبه فیصدي.ولزي ژبه په ویلزي Cymraeg) په انګلیسي Welsh) د انګلیسي ترځنګ د ویلز هیواد رسمي ژبه ده. ویلزي د سلتي ژبو له کورنۍ څخه ده چې په بریتانیا کې د ویلزي خلکو له خوا کاریږي.,Pashto
د گردېز نوم دوې برخې لري، چې يوه يې (گر) او دويمه برخه يې (دېز) دى. دا دواړه كليمې بېلې، بېلې ماناوې لري. د پوهاند عبدالشکور رشاد په قول په اوستا او سانسكريت ژبو د (گېر) كلمه د غره په مانا راغلې ده، چې بيا وروسته د منځنۍ دورې په ايراني ژبو كې رالنډه شوې ده او د (گېر) نه په (گر) بدله شوې او تراوسه په پښتو، فارسي او دري ژبو كې د غره په مانا باندې معموله ده. د بېلگې په توگه په كهرد كې يو كوتل د (گردرې) په نوم يادېږئ او په كټواز كې هم يو لوى غر د (گرلامي) په نوم نومول شوى دى. همدغه د (گر) كلمه وروسته بيا په (غر) بدله شوې ده، چې اوس مهال په پښتو، دري او فارسي ژبو كې د ځينو لويو غرونو او كوتلونو په نومونو كې تر سترگو كېږي. د بېلگې په توگه د چونغر په نوم يو غر، چې د سمنگانو په جنوب ختيځ كې واقع شوى او دويم د چونغر په نامه يو غر د كابل په لويديځ كې د قلعه قاضي او چوكۍ ترمېنځ واقع شوى او درېيم د سپين غر مشهور غر دى، چې د پكتيا ولايت په شمال كې پروت دى.د گردېز د نوم دويمه برخه يانې (دېز) د لومړي كسر له مخې د كلا په مانا ده، چې د (دژ) له كليمې څخه اخيستل شوې ده.,Pashto
دا مهال د روسیې په ولسی جرګه یا دوما کې د ۴۵۰ څوکیو له ډلې  ۳۴۰ څوکۍ چې ( ۷۵ اعشاریه ۵۶) فیصده سیټونه کېږي. د دغه ګوند بنسټ د ۲۰۰۱م کال په دسمبر کې کېښودل شو، چې له اتحاد، پلاروطنه او ټولې روسې له ګوندونو تشکیل شوی دی. ,Pashto
۶۳°۲۶′۲۴″ شمال ۱۰°۲۴′۰″ ختیځ,Pashto
د مکلنبورګ-فورپومرن آیالات د پارلمان ماڼۍ.شورین (شویرین) په الماني Schwerin) د المان هیواد د ][مکلنبورګ-فورپومرن ]] آیالات مرکز دی.,Pashto
د دیني زده کړو ترڅنگ یې د هجرت پر مهال د کوټې ښار په ساینس کالج کې عصري زدکړې کړي. د پاکستان کراچۍ ښار جامعه ابوبکر کې يې د ژورنالېزم په شمول انگریزي او عربي ژبو کې ډېپلومونه اخېستي دي او همدارنگه د ټایم منیجمنټ په برخه کې یې د ټایم لنډر کمپني له بنسټگر ښاغلي سلمان احمر څخه په اداره او منیجمنټ کې زده کړې کړي.د افغانانو لپاره یې په کراچۍ ښار کې د سید جمال الدین افغان په نوم مکتب، دانگریزي ژبې او کمپیوټر زده کړې کورسونه جوړ کړي چې له تیرو ۱۰ کلونو څخه دغه ښار کې د افغاني ماشومانو د پوهې او زده کړو لپاره کار کوي. د افغاني ناروغانو او په جگړو کې د ټپي شویو افغانانو لپاره يې د ټراما کېیر (The trauma care foundation) په نوم یوه خیریه موسسه جوړه کړې چې تر ډېره د ناروغانو د استوگنې، مشورې او درملنې په برخه کې ورسره مرسته کوي.,Pashto
دا ليکنه نابشپړه ده، تاسې ددې ليکنې په بشپړولو کې د ويکيپېډيا سره مرسته کولای شئ.,Pashto
په رياضي کې ۱۵۶:۱۵۶ کولاي سي:,Pashto
مساحت یی ۷۸۸۶۵ کېلومتره مربع دی او ۱۰۳۳۰۰۰۰ وگړی (نفوس) لری. پایتخت یی پراگ دی. د چک جمهوریت د اروپا د مشترکو هېوادو غړی دی. د چک جمهوریت په شمال کېله پولنډ سره، په سوېل کېله اتریش سره، په لویدیځ کېله آلمان سره او په ختیځ کېد سلواکيا له جمهوریت سره گډې پولې لری. پراگ، برنو( Brno )، اوستراوا( Ostrava )، اولوموڅ( Olomouc ) او پلزن( Plzeň ) تر ټولو لوی ښارونه دی. د لابې سیند تر ټولو اوږد سیند دی. د چک جمهوریت صنعتی هېواد دی مګر په دغه هېواد کشې عصری کرهنه هم شته.,Pashto
افلاطون به په پراخه کچه په اکادمۍ کې په زده کړو ورکولو بوخت وه خو د دې ترڅنگ به يې په ډېرو فلسفي چارو لکه سياست، اخلاقيات، مېټافيزيک او منېق ليکنې هم کولې. دده ترټولو اهمې ليکنې دده ډيالوگونه دي، که څه هم چې دده نه راپاتې ډېرې لېشناکې او لطيفې خبرې او نکتې هم راپاتې دي او ځينې ليکونه هم د هغه د وختونو نه راپاتې دي کوم چې ده پخپل لاس کښلي. تاريخپوهان پدې اند دي چې د افلاطون ټول معتبره ډيالوگونه د تاريخ په بېلابېلو پړاوونو کې بچ او خوندي پاتې شوي.,Pashto
"دا غونډه د 3 ورځو لپاره دوام کوي او بیا دہ جماعت په شکل کې د 10 کسانو څخه تر 15 پورې ډلہ جوړہ شي چې د الله د پیغام لپاره دہ نړۍ ګوٹ ګوٹ ته ځي. هر کال په سلهاو زره خلک پدې مذهبي غونډو کې برخه اخلي. پہ دی اجتماع کی یو څو مسلمانان پوهان له هندوستان څخه راځي، او اکثریت یې له پاکستان څخه راځي. د علماو د خطبو اصلي موضوع دا یی چې دا ژوند دې دہ الله تعالی په حکمونو او د محمد په لارښونو تیر شي. دا په یوځاې کې په پاکستان کې د مسلمانانو ترټولو لویو غونډو څخه دہ. کوم چې د رائے ونډ مرکز لخوا پلان او اداره کیږي.تبلیغي جماعت خپلو پلویانو ته وايي چې ""او په اونۍ کې یوه دہ جمعی شپه، په میاشت کې درې ورځې، په کال کې څلوېښت ورځې، او لږترلږه څلور میاشتې یو ځل په خپل ژوند کې تیر کړي.",Pashto
موضوعات په اړه تاسو يادونه وکړه.ناروغي که چيري دنوري نړي سره پرتله کړو په افغانستان کي زيات واقعات دمکروبي يا انتاني امراضو دي، چي په ژمي کي زياتره تنفسي سيسټم انتانات او ددوبي په موسم کي زيات دهضمي سيسټم امراض وي، مثلا، باکټرياوي اسهالات، ويروسي اسهالات، پرازيتي اسهالات.,Pashto
