ID,Category
في الولايات المتحدة، يجب تطعيم كل مواطن ضد كوفيد 19 في أسرع وقت ممكن. وينطبق هذا أيضا على الأشخاص في المناطق النائية. تقرير من مراسل دي دبليو أوليفر ساليه من ألاسكا.,Arabic
الخوف والقلق والحزن - هذا ما يعانيه الأشخاص نفسيا بسبب جائحة كورونا. في الهند يتم تقديم خدمة عبر الإنترنت تهدف إلى توفير معالجين نفسيين للمصابين.,Arabic
في كوتشابامبا ، تتزلج شابات يرتدين أزياء السكان الأصليين التقليدية، ليكسرن بذلك المحرمات، ويلفتن الانتباه إلى التمييز الممارس ضد النساء في بوليفيا منذ أمد طويل. ,Arabic
يعيش في نيجيريا قرابة 200 مليون نسمة. منهم 86 مليون يعانون من فقر مدقع، وهم بدون كهرباء أو مياه صالحة للشرب. الحكومة أطلقت العديد من المشاريع لحل هذه المشكلة، واحد منها تأمين المراحيض لجميع السكان خلال السنوات الخمس الماضية.,Arabic
غو غو في الثالثة من عمرها وتعيش مع جدتها في القرية وهي واحدة من الأطفال الذين ينشؤون دون آباء في الصين. ما يقدر بنحو 69 مليون شخص يتشاركون هذا المصير. ينتقل الوالدان إلى المدن الكبرى في الصين كعمال مهاجرين بحثا عن وظائف. برنامج الدعم يساعد الأطفال حتى لا يتخلفوا عن الركب.,Arabic
"معدل وفيات الأمهات بعد الولادة مرتفع في هايتي. تقوم منظمات طوعية مثل ""رعاية الأطفال في هايتي"" بتوفير الرعاية الصحية الأساسية للنساء وتأمين سلامتهن أثناء الولادة، وهذا ما تعجز الحكومة عن القيام به. ",Arabic
4000 شعب، 7000 لغة. التنوع مسألة إنسانية، لكن أغلب الفرص على هذا الكوكب موزعة بشكل غير عادل. فما هو السبب؟ مجلة العولمة تبحث عن إجابات. ,Arabic
ولدت الموسيقية إيريكا ستاكي في الولايات المتحدة الأمريكية وعاشت في سويسرا لفترة طويلة. توحد في موسيقاها أغاني تقليدية من كلا البلدين: فهي تمارس اليودل وتعزف على الأكورديون وتغني البلوز.,Arabic
لقطات معبرة تم تنظيمها وكأنها مغامرة. تزين صور كريستيان شولر أغلفة مجلات الموضة العالمية. المصور وعضو لجنة التحكيم في برنامج هايدي كلوم التلفزيوني في ألمانيا يحب الابتكار دوماً في أعماله.,Arabic
في هذه الحلقة من يوروماكس متحف جديد تحت الماء في كوت دازور، ولقطات المصور كريستيان شولر المدهشة، وجبنة كاممبير الفرنسية. بالإضافة إلى ذلك مغنية اليودل والبلوز إيريكا ستاكي، وأعمال فنية من حطام عائم في البحر.,Arabic
اشتهر الفنان البريطاني جايسون ديكيرس تايلور بتماثيله تحت الماء. وهو يعرض حاليا ستة منحوتات كبيرة وضعت في البحر قبالة سواحل مدينة كان في جنوب فرنسا.,Arabic
فرنسا مشهورة بسمعتها الطيبة كبلد الجبن، ويعود ذلك من بين أشياء أخرى إلى كاممبير المشهورة عالميا. يشكل جبن العفن الأبيض من نورماندي ثقافة الطعام الفرنسية ويحمل الكثير من الأسرار.,Arabic
مسيرات تضامنية مع القضية الفلسطينية في أنحاء كثير من العالم وفرحة بوقف إطلاق النار بين الجيش الاسرائيلي والفصائل الفلسطينية المسلحة ,Arabic
قبل إعادة إعمار غزة مهمة شاقة في الانتظار وهي تنظيف الركام والأنقاض. فالدمار الذي خلفته الغارات الجوية الإسرائيلية أضاف ندوبا جديدة في غزة.,Arabic
في ألمانيا تم تخفيف قيود فيروس كورونا في العديد من المدن، ما ترك للناس حرية لزيارة المطاعم والمتاحف والمسابح، شرط أن يظهر الزبائن نتيجة اختبار سلبية لكوفيد 19 أو إثبات التطعيم. ,Arabic
حطّم مهاجم بايرن ميونيخ البولندي روبرت ليڤاندوڤسكي الرقم القياسي لأكبر عدد أهداف مسجلة في موسم واحد من الدوري الألماني بوندسليغا. الهدف الواحد والأربعين لأفضل لاعب في العالم حالياً بتصنيف الفيفا أحرزه في مرمى آوغسبورغ في المباراة الأخيرة في الدوري الألماني. فتخطى بذلك الأسطورة الألماني غيرد مولر ورقمه القياسي الذي صمد قرابة 50 عاماً.,Arabic
كان القس دون لويجي ميرولا مسؤولا ً عن رعيته في ضواحي نابولي، حتى قامت عائلة كامورا التابعة للمافيا بتهديده بالقتل، ليترك عمله في الكنيسة. والآن أصبح ميرولا يرأس مركز شباب كقس يجوب الشوارع. ,Arabic
 نسوية ومفكرة وكاتبة مشهورة. الغرور والسطحية ليسا من شخصيتها، فهي تعمل بجدية كبيرة. لكن عندما تتحدث فدائما مع ضحكة تنتقل سريعا للآخرين. مقابلة مع الكاتبة سيري هوستفيدت. ,Arabic
تنظيم سباقات السيارات إكستريم أي في أماكن تضررت فيها الطبيعة بشدة وذلك باستخدام سيارات دفع رباعي كهربائية بالكامل وبمشاركة مزيد من النساء في قمرة القيادة. سباق حدد هدفه الكبير بإنقاذ الكوكب. ,Arabic
سكودا تدخل عالم السيارات الكهربائية بسيارتها سكودا إينياك. سيارة دفع رباعي كهربائية بالكامل مطابقة لـ ID.4. ولكن التصميم والعديد من آليات التشغيل تعتمد معايير جديدة. ,Arabic
تسعى مرسيدس للتفوق على شركة تيسلا الأمريكية. ويتوقع أن تكون سيارة إي كيو إس نقطة الانطلاق نحو عصر جديد. وستطور الشركة سيارات بمدى أطول وأكثر استدامة وبدون انبعاثات حتى عام 2039. ,Arabic
هدوء في إسرائيل والفصائل الفلسطينية في قطاع غزة بعد دخول هدنة الطرفين حيز التنفيذ وسط ترحيب دولي ودعوات لاستئناف مفاوضات السلام.. وأنباء عن تواصل الجهود الأمريكية المصرية لتثبيت الهدنة.. فهل هناك رابح وخاسر في حرب الأحد عشر يوما؟ وماهي الخطوة التالية بعد وقف إطلاق النار؟,Arabic
بعد رفع حالة طوارئ كورونا في إسبانيا، احتفل كثيرون باستعادة حرياتهم. ولكن المستشفيات لا تزال مكتظة بالمرضى، والأطباء استنفذوا طاقاتهم القصوى. ورغم ثقتهم بانفخاض أعداد الإصابات، لا يزال الكثيرون حذرين ويتقيدون بإجراءات السلامة.,Arabic
"يستعد المغنون والموسيقيون والمشجعون للمشاركة في نهائي مسابقة الأغنية الأوروبية ""يوروفيجن"". سيقام الحدث غداً السبت في مدينة روتردام الهولندية في بث حي ومباشر وأمام جمهور، بعد أن تُجرى للجميع اختبارات كورونا. وبين هؤلاء المنافسين في النهائية، مرشح ألمانيا الشاب يندريك زيغفارت، الذي فاز بمكان في المسابقة من خلال نجاحه الكبير في وسائل التواصل الاجتماعي.",Arabic
قالت إسبانيا إنها أعادت للمغرب أكثر من 6500 مهاجر من بين نحو ثمانية آلاف دخلوا جيب سبتة الإسباني في شمال أفريقيا هذا الأسبوع. غير أن المخاوف من تدفق آخرين لا يزال قائما. ,Arabic
مرّت تسعة نحو تسعة أشهر على انفجار مرفأ بيروت الهائل في العاصمة اللبنانية. وكانت ألمانيا وغيرها من الدول الأخرى قد تعهدت بتقديم الدعم لإعادة الإعمار. ومن نتائج هذه التعهدات، وصلت هذا الأسبوع سفينة شحن خاصة على متنها قرابة ستين حاوية فيها نفايات كيماوية خطرة خلّفها الانفجار، ولم يكن بالإمكان التخلص منها في لبنان.,Arabic
الفلسطينيون يعتبرون الإعلان عن الهدنة نصر لهم والإسرائيليون يعربون عن ارتياحهم بعودة الحياة الطبيعية.,Arabic
البشير شو الجمهورية يبدأ حلقته السادسة والعشرين بقص شريط الحلقة الأخيرة وذكر إنجازات الموسم ومنْ قام بتغيير قراراته، على رأسهم سيف جنان والشيخ عليي وأبو مازن، وأخيرا يتوعد أحمد البشير السياسيين بموسم ناري مع اقتراب الانتخابات ويهدي أغنية هلا ياعراق.,Arabic
أكبر جهة مانحة في الضفة الغربية وقطاع غزة، يضم 27 دولة، كتلة سياسية واقتصادية عملاقة، له دور في كل مكان في العالم، إلا في الصراع بين الفلسطينيين والإسرائيليين!,Arabic
"عدد لا يحصى من أيقونات البوب عزفوا عليه وسجلوا أسمائهم في تاريخ الموسيقى: إنه غيتار مارتن الأسطوري الذي انطلق برحلته الناجحة والمتواصلة حتى اليوم، من بلدة ""ماركنويكيرشين "" في منطقة فوغتلاند السكسونية الألمانية إلى ولاية بنسلفانيا الأمريكية في القرن التاسع عشر.",Arabic
نلتقي أخصائي التغذية البروفيسور أندرياس شتورم في مشافي الصليب الأحمر في برلين. وهو على معرفة بكل ما له علاقة بالكبد وما الذي ينبغي مراعاته في التغذية لكي يبقى الكبد سليماً.,Arabic
رقم قياسي على مضمار نوربورغ بسيارة بورشه تايكان وسيارة بنتلي كونتيننتال الفاخرة الجديدة، كما سنشاهد علاقة النسوية بسيارات بي إم دبليو مع المغنية لابسلي. ,Arabic
آلاف السويسريين مشاركون في مشروع يدرس تأثير تحلل ملابس البشر الداخلية -وبالتحديد السراويل الداخلية القصيرة- على تخصيب التربة وجودة الأرض النباتية والزراعية، فما نتيجة هذه الدراسة؟ علما بأن لتنوع الفطريات والبكتيريا علاقة بجودة التربة.,Arabic
هل تعلم أن صناعة الملابس تحتاج إلى كميات كبيرة للغاية من المياه، فكم من المياه يحتاج تصنيع قميص واحد؟ مصممة أزياء سويدية تلهم العالم بالاستفادة المثلى من الملابس القديمة بفكرة رفيقة بالبيئة، فما هي هذه الفكرة؟,Arabic
رغم أن الذئاب في ألمانيا مصنفة من أنواع الحيوانات المحمية بالقانون، لماذا سمحت السلطات الألمانية باصطياد ذئب اسمه رودي، كثيرا ما أفلت من أيدي الصيادين؟ وكيف يرى كل من مربي الماشية ودعاة الحفاظ على الطبيعة ذلك؟,Arabic
ثلاثة ملايين ونصف المليون سوري وسورية نازحون ولاجئون في تركيا. كثيرون منهم يخشون عدم تمكنهم أبدا من العودة إلى وطنهم. فما رأيهم بانتخابات سوريا الرئاسية 2021؟,Arabic
مرضى كورونا في بعض مستشفيات رومانيا لم يموتوا بسبب الفيروس بل لأسباب أخرى متعلقة بالإهمال - فما هي؟ نتعرف على طبيبة رومانية تتحدث عن موت أبيها.,Arabic
ثلاثة ملايين ونصف المليون سوري وسورية نازحون ولاجئون في تركيا. كثيرون منهم يخشون عدم تمكنهم أبدا من العودة إلى وطنهم. فما رأيهم بانتخابات سوريا الرئاسية 2021؟ ومواضيع أخرى.,Arabic
"تبذل ألمانيا جهود وساطة بين إسرائيل والفصائل الفلسطينية، مقترحة إجراء ""اتصالات غير مباشرة"" مع حماس سعيا للتوصل الى وقف دائم لإطلاق النار. فهل ستنجح جهود برلين لتكريس هدنة مستدامة في المنطقة؟ ",Arabic
في لبنان اشتهرت الشابة غرازييلا طربيه من ذوي متلازمة داون بعد مشاركتها في مسلسل، لتعكس من خلال دورها القضايا التي تهم ذوي الاحتياجات الخاصة.,Arabic
تقوم ولاية شليسفيغ هولشتاين الالمانية باختبار الظروف التي يمكن للسياح بموجبها القدوم إلى ما يسمى بالمناطق النموذجية. الشروط صارمة، لكن قطاع السياحة واثق من انتعاش الموسم الحالي.,Arabic
تستعد القوات الألمانية للانسحاب منها. ومع هذه الخطوة سيتركون وراءهم العديد من الزملاء الأفغان الذين دعموا الجيش لسنوات - والؤين عملوا كمترجمين فوريين أو حراس أو سائقين أو طهاة أو وسطاء. ولذا يشعر هؤلاء بأنهم ترطوا لقدرهم وأن حياتهم في خطر بعد اعتبارهم بمثابة خونة من قبل حركة طالبان,Arabic
السلطات الروسية تقود حملة تعسفية ضد من شاركوا في مظاهرات للمطالبة بإطلاق سراح المعارض الروسي نافللني أو وقعوا على عرائض تطالب يإطلاق سراحه,Arabic
حاول مئات المهاجرين تخطي إجراءات أمنية مشددة لمحاولة الوصول لجيب سبتة الإسباني، بينما واصلت إسبانيا طرد آلاف وصلوا إليه عبر السباحة أو التسلق على مدى اليومين الماضيين. وقال رئيس الوزراء الإسباني إن مدريد تعيد من دخلوا سبتة بشكل غير مشروع. ,Arabic
أعرب وزير الخارجية الألماني هايكو ماس خلال زيارته إلى إسرائيل عن تضامنه مع إسرائيل ودعا تل أبيب وحركة حماس التي تسيطر على قطاع غزة لوقف إطلاق النار.,Arabic
يقوم المجتمع الدولي بجهود دبلوماسية مكثفة للتوصل إلى هدنة أو تهدئة من أجل وقف نزيف الدم في إسرائيل والأراضي الفلسطينية. كما أثار تصاعد العنف من جديد أسئلة حول الدور الأوروبي في هذا الصراع الدائم والمخاوف الأوروبية من انعكاسه على السلم الداخلي في مجتمعاتها.,Arabic
فكرة غير مألوفة: أشخاص لديهم إعاقات ذهنية أو صعوبات في التعلُم، يصبحون أنفسهم معلمين، في فروع للدراسات الاجتماعية والطب أو التصميم والهندسة المعمارية. فهم أفضل من يعلم ما تعنيه الحياة رفقة إعاقة. ,Arabic
بسبب الإغلاق على خلفية جائحة كورونا، تخوض أندية برلين صراعا من أجل البقاء. في هذا الصدد يظهر كتاب مصور جديد لمصورة شابة يرصد الصمت المقفر الذي يسود في النوادي والبارات الفارغة. ,Arabic
قد تكون المكسيك على وشك تطوير لقاح خاص بها. وينبغي أن يكون بسعر مناسب ويسهل توزيعه، مقارنة مع لقاحات الولايات المتحدة الأمريكية وألمانيا والتي تخضع لبراءات الاختراع أيضا. ,Arabic
تعد مدينة فورت يوكون في ولاية ألاسكا من أكثر المناطق عزلة في العالم، ومع ذلك يسود هناك أيضا خوف كبير من الإصابة بفيروس كورونا. لذا، هناك جهود للتطعيم بالرغم من صعوبة الوصول إلى العائلات في هذا المناطق البعيدة عن بعضها. ,Arabic
في هذه الحلقة الجديدة من مجلة كورونا تغطية خاصة، نسلط الضوء على الجهود المتواصلة في ألاسكا البعيدة لتطعيم مناطق نائية. كما نتعرف على جهود المكسيك لتطوير لقاح خاص بها. هذا بالاضافة إلى التعرف على أجواء الصمت المقفرة في نوادي برلين الليلية بسبب الإغلاق ,Arabic
الكبد هو مركز التمثيل الغذائي في أجسامنا. فهو ينقي الدم من السموم، ولذا فهو يعاني بشكل خاص، إذا اتبعنا طريقة تغذية خاطئة. السكر والكحول يؤثران على الكبد بشكل كبير، ويمكن أن تكون النتيجة مرض الكبد الدهني.,Arabic
هل الحياة صحية أكثر بدون تناول السكر؟ 65 شخصاً اختبروا ذلك في تجربة، وحاولوا طيلة ثلاثة أشهر تجنب تناول السكر. ما الذي يفعله عدم تناول السكر بأجسامنا؟,Arabic
يحتسي كثيرون الكحول بانتظام. ولكن، متى يتحول هذا الاحتساء المنتظم إلى إدمان؟ اختبار يتضمن بعض الأسئلة كفيل بتقدير خطر الإدمان!,Arabic
أعلن حلف الناتو أنه قرر زيادة حجم بعثته في العراق، كما أكد رئيس الوزراء مصطفى الكاظمي سعي بغداد للتعاون وتطوير العلاقة مع الناتو في مكافحة الإرهاب. كيف يمكن أن يساهم الحلف في تطوير قوات الأمن والجيش العراقي؟ ,Arabic
بعد أكثر من 40 عاما، يستعد العراق لاستضافة بطولة كأس الخليج لكرة القدم للمرة الثانية في تاريخه، حيث ستستضيف مدينة البصرة خليجي 25. فهل هي مؤهلة لاستضافة البطولة؟ وماذا تعني هذه البطولة للمنتخب العراقي وجماهير الكرة؟,Arabic
"نضال، فلسطيني يحمل الجنسية الألمانية، يرغب في مغادرة برلين والتوجه إلى عائلته في قطاع غزة. هل ستسمح إسرائيل لفلسطيني بالعبور عبر أراضيها؟ وهل ستسمح له حكومة حماس أصلاً بالدخول إلى غزة؟
",Arabic
بعد تصريحات تلفزيونية له تسببت في أزمة ديبلوماسية مع السعودية ودول خليجية أخرى.. وزير الخارجية اللبناني شربل وهبة يستقيل من منصبه والرئيس ميشال عون يعين وزيرة الدفاع زينة عكر خلفا له.. ما حيثيات هذه الأزمة؟ وما انعكاساتها على الوضع المتأزم اصلا في لبنان؟,Arabic
 يسير مطورو اللقاحات الألمان بخطى حثيثىة بفضل التمويل السخي، على النقيض من الشركات المطورة للأدوية العلاجية لفيروس كورونا. ومن المحتمل أن يظل الحال على هذا النحو على المدى القريب.,Arabic
التصعيد بين إسرائيل وغزة وضع أوزاره لكنه ترك ظلالا من الانقسام بين مشاهير الرياضة والفن وأعلن أغلبهم تعاطفه مع الفلسطينيين، وهناك من أيد إسرائيل.,Arabic
تجرأ على فعل شيء جديد، فهذا محرك أساسي لتطور الشخصية. مارس الرياضة. فالآن وفي ظل الجائحة أصبحت الرياضة أكثر أهمية من أي وقت مضى. فالجلوس الكثير في البيت يؤدي إلى ضعف في العضلات وتقلص الأوتار وازدياد في التوتر.,Arabic
"مع جائحة كورونا، ازدهرت زيارات الأطباء الافتراضية. يمكن للمرضى حجز استشارة عبر الإنترنت والتحدث إلى الطبيب من المنزل باستخدام الكمبيوتر. إحدى الشركات الرائدة في هذا المجال هي شركة ""كري"" السويدية الناشئة التي يوجد مقرها الثاني في برلين.",Arabic
ربما أنقذ المرحاض أرواحًا أكثر من اللقاحات وزرع الأعضاء والبنسلين. تاريخ موجز عن صناعة المرافق الصحية ودورها في إنقاذ البشرية من الأوبئة.,Arabic
جائحة كورونا جعلت الشركات تتسابق في البحث عن لقاح ينقذ العالم. أحد اللقاحات تم تطويره في ألمانيا. وقد تطلب ذلك الكثير من الوقت وكان مكلفًا للغاية، ولم يكن النجاح متوقعًا. فكيف يتم تمويل مثل هذه الأبحاث؟,Arabic
الابتكارات، هي محرك قوي للاقتصاد بالأفكار والتقنيات الجديدة. وغالبا ما يكون التمويل هو المشكلة الأولى في طريق نجاحها. لكن بمجرد تجاوز هذه العقبة، قد يستفيد منها المجتمع ككل.,Arabic
في تطور غير مسبوق ... تدفق نحو ثمانية آلاف مهاجر غير قانوني من المغرب الى جيب سبتة الإسباني منذ امس يلقي بظلاله على العلاقات المغربية الاسبانية، استدعاء للسفراء، وتساؤلات بشأن القضايا العالقة ومستقبل التعاطي معها.,Arabic
استمرار القصف المتبادل بين إسرائيل وقطاع غزة واشتباكات عنيفة بين فلسطينيين وقوات الأمن الإسرائيلية وسط إضراب شامل في الضفة الغربية والقدس الشرقية ومدن داخل إسرائيل.. أي تأثيرات للإضراب على التصعيد الراهن؟ وكيف تتعاطى معه إسرائيل؟,Arabic
 العاصمة الالمانية برلين تدشن مشروعا تجريبيا لتسريع وتيرة التلقيح ضد كوفيد 19 في الأحياء المكتظة التي تمثل بؤرا لتفشي فيروس كورونا. ويتمثل المشروع في افتتاح خيم مؤقتة في الحي نفسه وإفساح المجال أمام جميع سكانه للحصول على اللقاح دون موعد.,Arabic
تسود حالة من القلق والترقب في أفغانستان مع اقتراب موعد انسحاب القوات الاجنبية من البلاد وتمدد نفوذ حركة طالبان. ويروي سكان محليون كيف يتعرضون للتهديد في حال عدم التزامهم بدفع رسوم تفرضها طالبان عليهم.,Arabic
كشفت أرقام السلطة الوطنية للانتخابات عن ارتفاع عدد القوائم المستقلة بنسبة 56 بالمائة من مجموع القوائم المرشحة، ويراهن أصحابها على استقلاليتهم عن الانتماء الحزبي للفوز بأغلبية مقاعد البرلمان.,Arabic
دخل ليل الاثنين الثلاثاء أكثر من خمسة آلاف مهاجر غالبيتهم من المغاربة إلى جيب سبتة الإسباني الذي يقع في المغرب بعد أن سبح بعضهم لمسافة كيلومترين. وتقول السلطات إنه كان تدفقا قياسيا ليوم واحد، وسط تدهور حاد في العلاقات بين إسبانيا والمغرب. ,Arabic
تكثف الاسرة الدولية حملة المساعي الدبلوماسية لوقف القصف الإسرائيلي على قطاع غزة وعمليات إطلاق الصواريخ على إسرائيل. وتعهدت عدد من الدول بتقديم مساعدات إنسانية لغزة.,Arabic
في الوقت الذي يستمر فيه القصف المتبادل بين إسرائيل والفصائل الفلسطينية تحاول العديد من الدول التوصل إلى هدنة لوقف إطلاق النار وتمهيد الأجواء لاجراء حوار بين الطرفين.,Arabic
"""أنا بجانبك و مستعد للتضحية من أجلك!""، عبارة نأمل سماعها واستشعارها على أرض الواقع في بعض الأحيان. أشخاص يساندوننا ويقفون لجانبا في وقت الضيف. ضيوف حلقة جعفر توك لهذا الأسبوع مثال لأشخاص ضحوا بوقتهم ومالهم وأحيانا حتى أعضائهم من أجل رسم الابتسامة على وجوه الآخرين. قصص ملهمة لأشخاص جعلوا التضحية والتضامن أولوية حياتهم...",Arabic
تشكل الكثير من الوظائف حول العالم مقدارا من الخطورة على صحة الإنسان .. لكن ليس فقط نوع العمل الذي قد يعرضك للخطر، بل مقدار الوقت الذي يمضيه المرء في العمل، ووفقاً لدراسة جديدة أجريت بين عام 2000 وعام 2016 فإن العمل لساعات طويلة يقتل مئات الآلاف كل عام.,Arabic
من المنتظر أن تبت محكمة في موسكو ما إذا كان ينبغي إعلان الجماعات التي تدعم المعارض الروسي المسجون أليكسي نافالني جماعات متطرفة. مثل هذا التصنيف سيضع النشطاء لفترة طويلة بالسجن. ,Arabic
على غرار دول كثيرة، فرض لبنان إثر تفشي جائحة كورونا إغلاقاً شاملاً للمدارس. وهو ما أجبر الأطفال على ملازمة منازلهم والاكتفاء بالتعلم عن بعد عبر الانترنت. غير أن الوضع الاقتصادي الصعب الذي تمر به البلاد حرم الكثير من الأطفال نعمة التعلم وخاصة اللاجئين منهم. ,Arabic
التصعيد بين إسرائيل وقطاع غزة يدخل أسبوعه الثاني وحصيلة الضحايا على الجانبين ترتفع إلى أكثر من مائتي قتيل وجهود دبلوماسية إقليمية ودولية مستمرة للتوصل إلى تهدئة.. ماذا حقق الحراك الدبلوماسي المكثف حتى الآن؟ وماذا يدور في كواليس مجلس الامن؟ وكيف هو الوضع في اسرائيل وغزة بعد أسبوع من القصف المتبادل؟,Arabic
في ظل انقطاع التيار الكهربائي في مناطق شمال غرب سوريا، يحاول السكان إيجاد حلول بديلة للحصول على الكهرباء. وزاد الإقبال بشكل ملاحظ على إستخدام الطاقة البديلة وخاصة الألواح الشمسية حيث بات أكثر من تسعين بالمئة من المزارعين يعتمدون عليها.,Arabic
تصدّر المستقلون واليساريون في تشيلي نتيجة الانتخابات التي جرت خلال نهاية الأسبوع الماضي لاختيار أعضاء الجمعية التأسيسية التي ستتولى صياغة دستور جديد للبلاد. الإصلاحات الاجتماعية والاقتصادية والمساواة وإشراك السكان الأصليين في الحياة السياسية هي أبرز أهداف الجمعية التأسيسية للدستور الجديد.,Arabic
لقي عشرات الأشخاص حتفهم خلال موجة كوفيد الثانية في الهند بسبب النقص الحاد في الأكسجين الطبي. الجهود الدولية جارية للمساعدة، وفي هذا الإطار أرسلت ألمانيا إلى الهند محطة لتوليد الأكسجين,Arabic
استمرت عمليات القصف المتبادل بين إسرائيل والفصائل الفلسطينية المسلحة في قطاع غزة لليوم الثامن على التوالي. وقتلت إسرائيل قيادي في حركة الجهاد كان في سيارة مع شخصين آخرين قتلا في الضربة.,Arabic
هل خطاب الكراهية في الإنترنت خطير إلى درجة تحتم منعه أو إخضاعه للرقابة؟ أو أن الإهانات والتهديدات تعد نوعاً من حرية التعبير؟ خطاب الكراهية وحرية التعبير في الإنترنت: معادلة صعبة! هذا هو موضوع حلقة اليوم من كليك.,Arabic
من يقع ضحية لخطاب الكراهية أو لسيل من الشتائم يتألم كثيراً ولا يدري ماذا يفعل حيال ذلك. هناك منظمات تقدم المساعدة لمواجهة ذلك ومنها هايت أيد في برلين.,Arabic
القانون يقرر ماذا يمكن قوله في الإنترنت، خاصة في الولايات المتحدة وفي كثير من بلدان الاتحاد الأوروبي حيث يصون القانون حرية التعبير ويحميها. لكن ماذا عن خطاب الكراهية؟,Arabic
أعلنت اليونان عن خفضها للاكتظاظ في مخيمات اللجوء بعد انخفاض عدد المهاجرين في جزرها. وهذه هي المرة الأولى التي يقل فيها العدد عن عشرة آلاف منذ ذروة أزمة الهجرة في عام 2015. وكانت بعض هذه المخيمات تعمل بضعفين إلى ثلاثة أضعاف طاقتها الاستيعابية. وعلى الرغم من انخفاض عدد الأشخاص في المخيمات، لا يزال الكثيرون يجازفون بحياتهم ويقدمون على القيام برحلة محفوفة بالمخاطر عبر البحر.,Arabic
أعلن الجيش الإسرائيلي أنه استهدف أكثر من تسعين هدفًا تابعًا لحركتي حماس والجهاد الإسلامي في قطاع غزة، فيما أطلقت حركة ُ حماس مئات الصواريخ على إسرائيل. وقالت مصادر طبية فلسطينية في قطاع غزة إن الضربات الجوية لإسرائيلية أسفرت عن مقتل ثلاثة وثلاثين فلسطينيا. ,Arabic
بعض النباتات تجمع معادن ثقيلة، اليوم سنتعرف على كيفية استخلاص هذه المعادن من النباتات. تربة فريدة ومواد أولية ثمينة.,Arabic
ضمن فقرة سؤال الأسبوع الذي وصلنا من نيجيريا سنناقش السلبيات التي يتسبب بها الإدمان على مواقع التواصل الاجتماعي.,Arabic
في حلقة هذا الأسبوع من المستقبل الآن سنتعرف على لغة الفئران، وعلى التدريب الذي يساعد الأطفال المتوحدين على التواصل مع محيطهم، وسوف نبحث في ذكاء بعض النباتات ونتعرض لسلبيات الإدمان على مواقع التواصل الاجتماعي.,Arabic
عارضو أزياء وكالة زيبيدي Zebedee متنوعون وساحرون باختلافهم، بالإضافة إلى مسيرة نجمة الطهي يوليا كومب في مجال يهيمن عليه الذكور، والفنان مانويل لينيان يكسر التقاليد السائدة ويؤدي الدور النسائي في رقص الفلامنكو. ,Arabic
يعتبر الإسباني مانويل لينيان أحد أفضل راقصي الفلامنكو في العالم. في برنامجه فيفا/ VIVA/ يرقص مع خمسة رجال آخرين بملابس نسائية لكسر أدوار الرقص التقليدية للجنسين. ,Arabic
يوجد في ألمانيا 310 طبّاخ نجم، من بينهم 14 من النساء فقط. إحداهن نجمة الطهي يوليا كومب والتي تحاول مع فريقها النسائي إثبات قدراتهن بشغف والاجتهاد في مجال يهيمن عليه الرجال. ,Arabic
ارتبط استخدام وشم الحنّاء بتقاليد دينية واجتماعية موغلة في القدم في المنطقة العربية ومناطق شرق آسيا كالهند. والآن تحاول بافن دانجل نشر هذه الثقافة وإعادة تفسيرها. ,Arabic
ما الذي يجعل المرأة امرأة؟ ما مقدار الأنوثة الموجودة في الرجل؟ تعيش الفنانة الإسرائيلية روي هايفتز بين الجنسين وتتناول الأدوار النمطية في فنها.,Arabic
تمثل وكالة Zebedee البريطانية عارضات أزياء لا يتوافقن للوهلة الأولى مع المثل العليا السائدة للجمال. وذلك بهدف إعادة تعريف مفهوم الجمال والإعاقة والتنوع.,Arabic
 ,Arabic
"نجحت الصين في إنزال روبوت مسيّر صغير على سطح المريخ، في أحدث مهمة لبرنامجها الفضائي الطموح. وسيبقى الروبوت الصيني Zhurong ""جورونغ"" داخل مركبة الهبوط الخاصة به لبضعة أيام، ستُجرى خلالها بعض الاختبارات، قبل أن يبدأ رسمياً في استكشاف الكوكب الأحمر. ومن المتوقع أن يرسل الروبوت المعلومات المستكشفة إلى المحطة الأرضية في الصين في غضون ثمانية أيام.",Arabic
مظاهرات عالمية تندد بالعنف في الشرق الأوسط واخرى لدعم الفلسطينيين، ومظاهرات لدعم إسرائيل أيضا.,Arabic
لليوم السادس على التوال استمر القصف المتبادل بين إسرائيل والفصائل الفلسطينية المسلحة في قطاع غزة. وأعلن الجيش الإسرائيلي تدمير برج سكني بدعوى أنه يضم مقرا لحركة حماس. البرج يضم مكاتب إعلامية .,Arabic
"تفتح حركة ""حياة السود مهمة"" وحركات الهجرة الجدل حول الاستعمار على مصراعيه، فإلى أي مدى لا تزال المجتمعات الأوروبية متأثرة بتلك الحقبة؟ وما هي الأسئلة التي يجب أن نطرحها على أنفسنا؟ 
مجلة واحة الثقافة تتناول الموضوع عبر أربعة مواقع فنية.
",Arabic
"نجحت الصين في إنزال روبوت مسيّر صغير على سطح المريخ، في أحدث مهمة لبرنامجها الفضائي الطموح. وسيبقى الروبوت الصيني Zhurong ""جورونغ"" داخل مركبة الهبوط الخاصة به لبضعة أيام، ستُجرى خلالها بعض الاختبارات، قبل أن يبدأ رسمياً في استكشاف الكوكب الأحمر. ومن المتوقع أن يرسل الروبوت المعلومات المستكشفة إلى المحطة الأرضية في الصين في غضون ثمانية أيام.",Arabic
